Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Gender_encoded,Item Purchased_encoded,Category_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Preferred Payment Method_encoded,Frequency of Purchases_encoded,Is_High_Value,Is_Frequent_Buyer,Has_Subscription,Used_Discount,Used_Promo,Customer_Engagement_Score,Age_Group,Age_Group_encoded,Spending_Per_Purchase,Cluster
1569,0.45585314235416624,Male,Sneakers,Footwear,0.6855585394771199,Washington,L,Yellow,Spring,1.1870053109322565,No,Venmo,Store Pickup,Yes,Yes,-1.201191464799004,Debit Card,Monthly,1,20,2,46,0,24,1,0,5,5,1,1,3,4,1,0,0,1,1,2,Young Adult,0,-3.089088900884732,0
1570,-1.5828641628142834,Male,Skirt,Clothing,0.136626655658835,Hawaii,M,Orange,Summer,-1.18686209117949,No,PayPal,Standard,Yes,Yes,0.2525713134522177,Debit Card,Weekly,1,19,1,10,1,14,2,0,4,4,1,1,3,6,1,1,0,1,1,2,,1,0.10907694770869185,1
1571,-0.9252134192115578,Male,Pants,Clothing,-0.7923349938798009,Missouri,L,Brown,Winter,1.4662838288277562,No,Debit Card,Next Day Air,Yes,Yes,-1.5473254596207235,Bank Transfer,Every 3 Months,1,13,1,24,0,3,3,0,3,3,1,1,0,2,0,0,0,1,1,2,,1,1.4476487069117157,1
1572,-1.056743567932103,Male,Jewelry,Accessories,1.1922648937709215,Colorado,L,Silver,Winter,1.0473660519845072,No,Cash,Next Day Air,Yes,Yes,-0.9935110679059725,Bank Transfer,Fortnightly,1,12,0,5,0,19,3,0,1,3,1,1,0,3,1,0,0,1,1,2,,1,3.019915543557774,1
1573,-0.4648578986896497,Male,Skirt,Clothing,1.3611670118688552,Washington,L,White,Summer,-0.488665796440741,No,Venmo,2-Day Shipping,Yes,Yes,-0.647377073084253,Debit Card,Monthly,1,19,1,46,0,23,2,0,5,0,1,1,3,4,1,0,0,1,1,2,,1,3.019915543557774,0
1574,-0.5306229730499223,Male,T-shirt,Clothing,-1.2145902891246352,North Dakota,L,Indigo,Summer,0.7680875340890072,No,Debit Card,2-Day Shipping,Yes,Yes,-0.02433588240515777,Debit Card,Weekly,1,24,1,33,0,9,2,0,3,0,1,1,3,6,0,0,0,1,1,2,,1,-1.244885680656968,0
1575,-1.7143943115348286,Male,Skirt,Clothing,-1.4679434662715363,Minnesota,S,Magenta,Spring,0.6284482751412579,No,Bank Transfer,Free Shipping,Yes,Yes,0.4602517103452494,PayPal,Bi-Weekly,1,19,1,22,2,11,1,0,0,2,1,1,4,1,0,1,0,1,1,2,,1,-1.0052674178511787,1
1576,0.5216182167144389,Male,Shirt,Clothing,-1.3412668776980856,California,M,Turquoise,Spring,-0.20938727854524108,No,Cash,Next Day Air,Yes,Yes,0.1833445144878738,Cash,Fortnightly,1,16,1,4,1,21,1,0,1,3,1,1,1,3,0,1,0,1,1,2,Young Adult,0,-1.1334542572148207,1
1577,0.7846785141555291,Male,Dress,Clothing,0.6433330099526364,Michigan,M,White,Spring,-0.06974801959749115,No,PayPal,2-Day Shipping,Yes,Yes,0.737158906202625,PayPal,Monthly,1,5,1,21,1,23,1,0,4,0,1,1,4,4,1,1,0,1,1,2,Young Adult,0,0.3703363046728651,1
1578,1.5738594064788,Male,Boots,Footwear,-1.087913700551185,Delaware,S,Olive,Spring,0.349169757245758,No,Debit Card,Standard,Yes,Yes,-1.270418263763348,Venmo,Fortnightly,1,3,2,7,2,13,1,0,3,4,1,1,5,3,0,0,0,1,1,2,Young Adult,0,3.019915543557774,1
1579,1.1792689603171647,Male,Pants,Clothing,1.5722946594912726,California,S,Maroon,Winter,1.6059230877755069,No,Debit Card,2-Day Shipping,Yes,Yes,-1.6165522585850671,PayPal,Quarterly,1,13,1,4,2,12,3,0,3,0,1,1,4,5,1,0,0,1,1,2,Young Adult,0,-2.5501401342678554,1
1580,-0.5963880474101949,Male,Jacket,Outerwear,0.8544606575750537,Oklahoma,M,Violet,Summer,-0.9075835732839902,No,Cash,Free Shipping,Yes,Yes,-1.339645062727692,Bank Transfer,Monthly,1,10,3,35,1,22,2,0,1,2,1,1,0,4,1,0,0,1,1,2,,1,-2.515745851604243,0
1581,1.3765641833979823,Male,Sneakers,Footwear,0.4744308918547026,North Dakota,L,Cyan,Summer,-0.06974801959749115,No,Credit Card,Standard,Yes,Yes,0.32179811241656164,Cash,Annually,1,20,2,33,0,5,2,0,2,4,1,1,1,0,1,1,0,1,1,2,Young Adult,0,0.35892840774854035,0
1582,1.6396244808390725,Male,Jewelry,Accessories,0.7277840690016033,Ohio,L,Teal,Fall,0.6284482751412579,No,PayPal,Free Shipping,Yes,Yes,1.429426895846064,Cash,Quarterly,1,12,0,34,0,20,0,0,4,2,1,1,1,5,1,1,0,1,1,2,Young Adult,0,0.2995702691223181,0
1583,-1.056743567932103,Male,Belt,Accessories,-0.7923349938798009,Hawaii,L,Red,Spring,-1.745419126970489,No,Cash,Next Day Air,Yes,Yes,0.9448393030956567,Cash,Monthly,1,1,0,10,0,18,1,0,1,3,1,1,1,4,0,1,0,1,1,2,,1,-0.40740383671731567,1
1584,-0.4648578986896497,Male,Scarf,Accessories,1.3611670118688552,Maryland,XL,Yellow,Summer,0.7680875340890072,No,Cash,Next Day Air,Yes,Yes,-1.201191464799004,Venmo,Annually,1,15,0,19,3,24,2,0,1,3,1,1,5,0,1,0,0,1,1,2,,1,-3.089088900884732,1
1585,-0.20179760124855942,Male,Blouse,Clothing,1.4878436004423055,Hawaii,S,Silver,Spring,-0.9075835732839902,No,Venmo,Store Pickup,Yes,Yes,1.429426895846064,Credit Card,Quarterly,1,2,1,10,2,19,1,0,5,5,1,1,2,5,1,1,0,1,1,2,,1,0.6124257548092032,1
1586,-0.4648578986896497,Male,Sweater,Clothing,-1.4679434662715363,Alabama,M,Charcoal,Fall,-1.0472228322317403,No,Cash,Next Day Air,Yes,Yes,1.0140661020600008,Debit Card,Fortnightly,1,23,1,0,1,4,0,0,1,3,1,1,3,3,0,1,0,1,1,2,,1,-0.7288457239661168,1
1587,-1.2540387910129207,Male,Boots,Footwear,0.7277840690016033,Oklahoma,M,Purple,Fall,0.349169757245758,No,Debit Card,Express,Yes,Yes,-0.3012430782625334,Bank Transfer,Weekly,1,3,2,35,1,17,0,0,3,1,1,1,0,6,1,0,0,1,1,2,,1,1.0415411230445637,0
1588,-0.20179760124855942,Male,Socks,Clothing,1.6567457185402394,Alabama,M,Beige,Summer,-0.3490265374929911,No,Venmo,Free Shipping,Yes,Yes,0.5294785093095933,Credit Card,Fortnightly,1,21,1,0,1,0,2,0,5,2,1,1,2,3,1,1,0,1,1,2,,1,1.0832095439432454,1
1589,0.2585579192733485,Male,Belt,Accessories,-1.5101689957960194,Vermont,L,Cyan,Winter,-0.7679443143362402,No,Cash,Next Day Air,Yes,Yes,-1.5473254596207235,Venmo,Monthly,1,1,0,44,0,5,3,0,1,3,1,1,5,4,0,0,0,1,1,2,Young Adult,0,2.759179148805742,0
1590,-0.1360325268882868,Male,Sneakers,Footwear,0.5166564213791861,Ohio,M,Silver,Summer,-1.4661406090749896,No,Venmo,Store Pickup,Yes,Yes,1.567880493774752,Cash,Weekly,1,20,2,34,1,19,2,0,5,5,1,1,1,6,1,1,0,1,1,2,,1,0.20119955840301107,0
1591,0.653148365434984,Male,Jeans,Clothing,0.8544606575750537,Wisconsin,S,Pink,Winter,-1.0472228322317403,No,Cash,Free Shipping,Yes,Yes,-1.201191464799004,PayPal,Annually,1,11,1,48,2,16,3,0,1,2,1,1,4,0,1,0,0,1,1,2,Young Adult,0,-3.089088900884732,0
1592,-1.7143943115348286,Male,Skirt,Clothing,1.6989712480647228,South Dakota,L,Gold,Winter,-1.18686209117949,No,Bank Transfer,Next Day Air,Yes,Yes,-0.09356268136950167,PayPal,Annually,1,19,1,40,0,6,3,0,0,3,1,1,4,0,1,0,0,1,1,2,,1,1.874339475157128,0
1593,0.7846785141555291,Male,Shoes,Footwear,0.9811372461485041,Iowa,M,Cyan,Summer,-0.628305055388491,No,Credit Card,Free Shipping,Yes,Yes,-1.0627378668703162,Bank Transfer,Every 3 Months,1,17,2,14,1,5,2,0,2,2,1,1,0,2,1,0,0,1,1,2,Young Adult,0,-3.089088900884732,1
1594,1.113503885956892,Male,Dress,Clothing,1.4878436004423055,Maryland,M,Black,Spring,1.6059230877755069,No,PayPal,2-Day Shipping,Yes,Yes,-0.02433588240515777,Bank Transfer,Monthly,1,5,1,19,1,1,1,0,4,0,1,1,0,4,1,0,0,1,1,2,Young Adult,0,1.524954719160998,1
1595,-0.267562675608832,Male,Handbag,Accessories,-0.7923349938798009,Colorado,XL,Charcoal,Summer,-0.06974801959749115,No,Bank Transfer,Store Pickup,Yes,Yes,-1.5473254596207235,Cash,Fortnightly,1,7,0,5,3,4,2,0,0,5,1,1,1,3,0,0,0,1,1,2,,1,1.4476487069117157,1
1596,-0.6621531217704675,Male,Backpack,Accessories,-1.0456881710267014,Wisconsin,S,Magenta,Spring,-0.3490265374929911,No,Cash,Standard,Yes,Yes,1.3602000968817205,Debit Card,Fortnightly,1,0,0,48,2,11,1,0,1,4,1,1,3,3,0,1,0,1,1,2,,1,-0.4430506432095555,0
1597,-0.1360325268882868,Male,Jewelry,Accessories,-1.2568158186491187,Mississippi,S,Pink,Fall,1.326644569880007,No,Bank Transfer,Store Pickup,Yes,Yes,-0.7166038720485969,Debit Card,Monthly,1,12,0,23,2,16,0,0,0,5,1,1,3,4,0,0,0,1,1,2,,1,-3.089088900884732,1
1598,-0.07026745252801421,Male,Hat,Accessories,-1.6368455843694698,Mississippi,XL,Maroon,Winter,-1.6057798680227393,No,Debit Card,Store Pickup,Yes,Yes,0.5987053082739372,Bank Transfer,Quarterly,1,8,0,23,3,12,3,0,3,5,1,1,0,5,0,1,0,1,1,2,,1,-1.0238569772040798,1
1599,0.192792844913076,Male,Jewelry,Accessories,1.065588305197471,California,M,Teal,Fall,0.4888090161935072,No,Credit Card,Express,Yes,Yes,-0.3012430782625334,Venmo,Bi-Weekly,1,12,0,4,1,20,0,0,2,1,1,1,5,1,1,0,0,1,1,2,Young Adult,0,1.5249771015475229,1
1600,0.2585579192733485,Male,Shirt,Clothing,-0.243403110061516,Delaware,M,Orange,Winter,-1.32650135012724,No,Venmo,2-Day Shipping,Yes,Yes,-0.2320162792981895,Debit Card,Bi-Weekly,1,16,1,7,1,14,3,0,5,0,1,1,3,1,0,0,0,1,1,2,Young Adult,0,-0.31693785102513067,1
1601,-1.5828641628142834,Male,Boots,Footwear,-1.4257179367470525,Montana,S,Yellow,Spring,1.326644569880007,No,PayPal,Next Day Air,Yes,Yes,-0.09356268136950167,PayPal,Weekly,1,3,2,25,2,24,1,0,4,3,1,1,4,6,0,0,0,1,1,2,,1,-1.5728808903202656,0
1602,1.3765641833979823,Male,Shirt,Clothing,-0.03227546243909867,Indiana,XL,Red,Spring,-1.18686209117949,No,Venmo,Store Pickup,Yes,Yes,0.5294785093095933,Credit Card,Monthly,1,16,1,13,3,18,1,0,5,5,1,1,2,4,0,1,0,1,1,2,Young Adult,0,-0.021102266061696948,1
1603,0.653148365434984,Male,Sunglasses,Accessories,-0.4967562872084167,West Virginia,S,Charcoal,Winter,-1.32650135012724,No,Credit Card,Free Shipping,Yes,Yes,-0.8550574699772846,Venmo,Fortnightly,1,22,0,47,2,4,3,0,2,2,1,1,5,3,0,0,0,1,1,2,Young Adult,0,-3.089088900884732,0
1604,-1.3855689397334658,Male,Shorts,Clothing,1.614520189015756,Iowa,L,Black,Summer,0.7680875340890072,No,Debit Card,Next Day Air,Yes,Yes,-0.578150274119909,Debit Card,Bi-Weekly,1,18,1,14,0,1,2,0,3,3,1,1,3,1,1,0,0,1,1,2,,1,3.019915543557774,1
1605,-1.7143943115348286,Male,Sweater,Clothing,1.3611670118688552,Maine,M,White,Summer,1.4662838288277562,No,Venmo,2-Day Shipping,Yes,Yes,-0.02433588240515777,Credit Card,Every 3 Months,1,23,1,18,1,23,2,0,5,0,1,1,2,2,1,0,0,1,1,2,,1,1.3951184504195309,1
1606,1.7053895551993452,Male,Belt,Accessories,-0.5812073462573836,Connecticut,M,Lavender,Winter,-0.488665796440741,No,Bank Transfer,Next Day Air,Yes,Yes,-0.7166038720485969,Credit Card,Bi-Weekly,1,1,0,6,1,10,3,0,0,3,1,1,2,1,0,0,0,1,1,2,Young Adult,0,-2.0508655162608616,1
1607,0.7189134397952566,Male,T-shirt,Clothing,-1.6368455843694698,Kansas,S,White,Spring,0.7680875340890072,No,Debit Card,Standard,Yes,Yes,-1.4780986606563795,PayPal,Fortnightly,1,24,1,15,2,23,1,0,3,4,1,1,4,3,0,0,0,1,1,2,Young Adult,0,3.019915543557774,1
1608,0.32432299363362105,Male,Shorts,Clothing,0.5166564213791861,Vermont,S,Gray,Fall,-1.4661406090749896,No,Venmo,Free Shipping,Yes,Yes,1.2217464989530324,Debit Card,Quarterly,1,18,1,44,2,7,0,0,5,2,1,1,3,5,1,1,0,1,1,2,Young Adult,0,0.23254517183785522,0
1609,-1.188273716652648,Male,Sandals,Footwear,-0.07450099196358217,Nebraska,XL,Cyan,Fall,1.1870053109322565,No,Cash,Next Day Air,Yes,Yes,-0.9242842689416285,Bank Transfer,Bi-Weekly,1,14,2,26,3,5,0,0,1,3,1,1,0,1,0,0,0,1,1,2,,1,-0.9839565823665781,0
1610,-0.72791819613074,Male,Shirt,Clothing,1.4033925413933386,Nevada,S,Brown,Fall,0.4888090161935072,No,Credit Card,Standard,Yes,Yes,-1.5473254596207235,Venmo,Monthly,1,16,1,27,2,3,0,0,2,4,1,1,5,4,1,0,0,1,1,2,,1,-2.5640914682935416,0
1611,-1.5828641628142834,Male,Socks,Clothing,-1.2145902891246352,Tennessee,L,Purple,Spring,-0.488665796440741,No,Credit Card,2-Day Shipping,Yes,Yes,-1.6857790575494114,PayPal,Annually,1,21,1,41,0,17,1,0,2,0,1,1,4,0,0,0,0,1,1,2,,1,1.771110207804971,0
1612,-0.20179760124855942,Male,Pants,Clothing,-1.4257179367470525,Arkansas,L,Yellow,Winter,1.0473660519845072,No,PayPal,Next Day Air,Yes,Yes,-1.339645062727692,Debit Card,Monthly,1,13,1,3,0,24,3,0,4,3,1,1,3,4,0,0,0,1,1,2,,1,3.019915543557774,1
1613,-1.7143943115348286,Male,Skirt,Clothing,0.3477543032812523,Wisconsin,M,Indigo,Summer,0.9077267930367576,No,Bank Transfer,Standard,Yes,Yes,0.04489091655918603,Venmo,Monthly,1,19,1,48,1,9,2,0,0,4,1,1,5,4,1,1,0,1,1,2,,1,0.33281397873225205,0
1614,-1.188273716652648,Male,Jewelry,Accessories,-1.2145902891246352,Illinois,S,Black,Summer,0.349169757245758,No,Credit Card,Next Day Air,Yes,Yes,-1.339645062727692,Credit Card,Fortnightly,1,12,0,12,2,1,2,0,2,3,1,1,2,3,0,0,0,1,1,2,,1,3.019915543557774,1
1615,-0.9252134192115578,Male,T-shirt,Clothing,-0.7923349938798009,Kansas,S,Gray,Summer,-0.488665796440741,No,Cash,Free Shipping,Yes,Yes,-0.2320162792981895,Cash,Bi-Weekly,1,24,1,15,2,7,2,0,1,2,1,1,1,1,0,0,0,1,1,2,,1,-1.0317080590663268,1
1616,1.3107991090377098,Male,Jewelry,Accessories,0.09440112613435153,New York,M,Indigo,Fall,-0.7679443143362402,No,PayPal,Standard,Yes,Yes,1.3602000968817205,Cash,Bi-Weekly,1,12,0,31,1,9,0,0,4,4,1,1,1,1,1,1,0,1,1,2,Young Adult,0,0.03999708595007416,0
1617,-1.188273716652648,Male,Hat,Accessories,-0.7923349938798009,Colorado,M,Green,Spring,-0.488665796440741,No,Bank Transfer,Standard,Yes,Yes,1.7063340917034395,Cash,Quarterly,1,8,0,5,1,8,1,0,0,4,1,1,1,5,0,1,0,1,1,2,,1,-0.29277057710974774,1
1618,-0.07026745252801421,Male,Blouse,Clothing,0.1788521851833184,Wisconsin,M,Peach,Winter,0.7680875340890072,No,PayPal,Standard,Yes,Yes,1.7063340917034395,Credit Card,Fortnightly,1,2,1,48,1,15,3,0,4,4,1,1,2,3,1,1,0,1,1,2,,1,0.0660865137573403,0
1619,1.2450340346774371,Male,Sandals,Footwear,0.5166564213791861,Michigan,L,Purple,Summer,1.745562346723256,No,Venmo,Standard,Yes,Yes,0.9448393030956567,Debit Card,Quarterly,1,14,2,21,0,17,2,0,5,4,1,1,3,5,1,1,0,1,1,2,Young Adult,0,0.26565507009078293,1
1620,0.8504435885158017,Male,Handbag,Accessories,0.7700095985260867,Hawaii,L,Beige,Winter,-0.3490265374929911,No,Cash,Store Pickup,Yes,Yes,1.7063340917034395,Venmo,Bi-Weekly,1,7,0,10,0,0,3,0,1,5,1,1,5,1,1,1,0,1,1,2,Young Adult,0,0.2845212647199156,1
1621,-1.2540387910129207,Male,Hat,Accessories,-0.5389818167329001,Virginia,M,Charcoal,Winter,-0.9075835732839902,No,Bank Transfer,2-Day Shipping,Yes,Yes,0.11411771552352994,PayPal,Every 3 Months,1,8,0,45,1,4,3,0,0,0,1,1,4,2,0,1,0,1,1,2,,1,-0.4837745681834254,0
1622,1.5738594064788,Male,Scarf,Accessories,-0.5812073462573836,Ohio,L,Gray,Summer,0.209530498298008,No,Venmo,2-Day Shipping,Yes,Yes,0.8756125041313129,Debit Card,Fortnightly,1,15,0,34,0,7,2,0,5,0,1,1,3,3,0,1,0,1,1,2,Young Adult,0,-0.30987602448650176,0
1623,-0.8594483448512852,Male,Shorts,Clothing,-0.707883934830834,Missouri,S,Brown,Winter,0.349169757245758,No,PayPal,Store Pickup,Yes,Yes,0.806385705166969,Bank Transfer,Every 3 Months,1,18,1,24,2,3,3,0,4,5,1,1,0,2,0,1,0,1,1,2,,1,-0.39187861861728057,1
1624,1.3107991090377098,Male,Backpack,Accessories,-0.07450099196358217,Indiana,M,Cyan,Summer,-0.3490265374929911,No,Venmo,Next Day Air,Yes,Yes,1.7063340917034395,Debit Card,Annually,1,0,0,13,1,5,2,0,5,3,1,1,3,0,0,1,0,1,1,2,Young Adult,0,-0.0275283795123348,1
1625,-0.39909282432937715,Male,Sweater,Clothing,-1.1723647596001519,Florida,M,White,Winter,-0.20938727854524108,No,Venmo,Free Shipping,Yes,Yes,1.0140661020600008,PayPal,Every 3 Months,1,23,1,8,1,23,3,0,5,2,1,1,4,2,0,1,0,1,1,2,,1,-0.5820885215242185,1
1626,-0.6621531217704675,Male,Skirt,Clothing,-0.6234328757818671,Minnesota,L,Beige,Winter,-1.0472228322317403,No,PayPal,Next Day Air,Yes,Yes,-1.5473254596207235,PayPal,Bi-Weekly,1,19,1,22,0,0,3,0,4,3,1,1,4,1,0,0,0,1,1,2,,1,1.1390533088190036,1
1627,-0.7936832704910126,Male,Sneakers,Footwear,-1.0456881710267014,Nevada,L,Orange,Summer,-1.6057798680227393,No,Bank Transfer,Next Day Air,Yes,Yes,1.3602000968817205,Credit Card,Bi-Weekly,1,20,2,27,0,14,2,0,0,3,1,1,2,1,0,1,0,1,1,2,,1,-0.4430506432095555,0
1628,1.6396244808390725,Male,Sunglasses,Accessories,-1.6368455843694698,Maine,M,Olive,Winter,-1.18686209117949,No,Venmo,Next Day Air,Yes,Yes,-1.201191464799004,Credit Card,Annually,1,22,0,18,1,13,3,0,5,3,1,1,2,0,0,0,0,1,1,2,Young Adult,0,3.019915543557774,1
1629,0.061262696192530795,Male,Dress,Clothing,0.1788521851833184,Massachusetts,S,Teal,Winter,-0.9075835732839902,No,PayPal,Next Day Air,Yes,Yes,-1.270418263763348,Cash,Monthly,1,5,1,20,2,20,3,0,4,3,1,1,1,4,1,0,0,1,1,2,Young Adult,0,-0.661390923431998,1
1630,-0.5963880474101949,Male,Blouse,Clothing,1.1922648937709215,North Dakota,S,Silver,Spring,-0.628305055388491,No,Credit Card,Next Day Air,Yes,Yes,-0.8550574699772846,Venmo,Quarterly,1,2,1,33,2,19,1,0,2,3,1,1,5,5,1,0,0,1,1,2,,1,3.019915543557774,0
1631,1.2450340346774371,Male,Shoes,Footwear,-0.4967562872084167,New Jersey,M,Gold,Summer,-1.18686209117949,No,Debit Card,Store Pickup,Yes,Yes,0.2525713134522177,Venmo,Every 3 Months,1,17,2,29,1,6,2,0,3,5,1,1,5,2,0,1,0,1,1,2,Young Adult,0,-0.3965892255981054,0
1632,1.3765641833979823,Male,Sweater,Clothing,-1.003462641502218,Indiana,L,Violet,Summer,0.209530498298008,No,PayPal,2-Day Shipping,Yes,Yes,-1.270418263763348,Bank Transfer,Fortnightly,1,23,1,13,0,22,2,0,4,0,1,1,0,3,0,0,0,1,1,2,Young Adult,0,3.019915543557774,1
1633,-0.5963880474101949,Male,Gloves,Accessories,-1.3412668776980856,Oregon,S,White,Summer,1.326644569880007,No,PayPal,2-Day Shipping,Yes,Yes,1.7063340917034395,Debit Card,Every 3 Months,1,6,0,36,2,23,2,0,4,0,1,1,3,2,0,1,0,1,1,2,,1,-0.49560284586071046,0
1634,0.653148365434984,Male,Socks,Clothing,0.8544606575750537,North Dakota,M,Peach,Spring,0.9077267930367576,No,Bank Transfer,2-Day Shipping,Yes,Yes,0.5294785093095933,Debit Card,Bi-Weekly,1,21,1,33,1,15,1,0,0,0,1,1,3,1,1,1,0,1,1,2,Young Adult,0,0.5586614341908978,0
1635,-1.056743567932103,Male,Coat,Outerwear,-1.552394525320503,South Carolina,S,Orange,Summer,-0.20938727854524108,No,Debit Card,Store Pickup,Yes,Yes,0.32179811241656164,Cash,Every 3 Months,1,4,3,39,2,14,2,0,3,5,1,1,1,2,0,1,0,1,1,2,,1,-1.1744566062984885,0
1636,1.5738594064788,Male,Sunglasses,Accessories,-1.5101689957960194,North Carolina,L,Violet,Summer,-0.7679443143362402,No,Cash,Standard,Yes,Yes,1.0140661020600008,Cash,Annually,1,22,0,32,0,22,2,0,1,4,1,1,1,0,0,1,0,1,1,2,Young Adult,0,-0.7498110386006734,0
1637,0.9162086628760744,Male,Boots,Footwear,-1.5946200548449863,North Dakota,L,Green,Fall,0.349169757245758,No,Credit Card,Free Shipping,Yes,Yes,1.6371072927390955,Cash,Fortnightly,1,3,2,33,0,8,0,0,2,2,1,1,1,3,0,1,0,1,1,2,Young Adult,0,-0.6046853153209005,0
1638,-0.5963880474101949,Male,Dress,Clothing,-1.6368455843694698,Massachusetts,M,Peach,Spring,-0.3490265374929911,No,Bank Transfer,Next Day Air,Yes,Yes,0.4602517103452494,Venmo,Fortnightly,1,5,1,20,1,15,1,0,0,3,1,1,5,3,0,1,0,1,1,2,,1,-1.1209338587129394,1
1639,1.5738594064788,Male,Jacket,Outerwear,-0.37007969863496637,Tennessee,M,Black,Spring,1.1870053109322565,No,PayPal,Free Shipping,Yes,Yes,-0.5089234751555651,Venmo,Weekly,1,10,3,41,1,1,1,0,4,2,1,1,5,6,0,0,0,1,1,2,Young Adult,0,-0.753609020003963,0
1640,-0.20179760124855942,Male,Gloves,Accessories,0.2210777147078019,Missouri,L,Blue,Summer,-0.628305055388491,No,Bank Transfer,Free Shipping,Yes,Yes,1.7063340917034395,PayPal,Annually,1,6,0,24,0,2,2,0,0,2,1,1,4,0,1,1,0,1,1,2,,1,0.08168899596895283,1
1641,1.3765641833979823,Male,Scarf,Accessories,-0.37007969863496637,Tennessee,S,Magenta,Spring,0.349169757245758,No,Debit Card,2-Day Shipping,Yes,Yes,-0.8550574699772846,PayPal,Weekly,1,15,0,41,2,11,1,0,3,0,1,1,4,6,0,0,0,1,1,2,Young Adult,0,-2.553285764895697,0
1642,0.3900880679938937,Male,Hoodie,Clothing,-1.1723647596001519,Colorado,L,Violet,Summer,-0.488665796440741,No,Bank Transfer,Free Shipping,Yes,Yes,-1.6857790575494114,Bank Transfer,Every 3 Months,1,9,1,5,0,22,2,0,0,2,1,1,0,2,0,0,0,1,1,2,Young Adult,0,1.7095371267088908,1
1643,-1.7143943115348286,Male,Coat,Outerwear,0.4322053623302191,Mississippi,M,Beige,Spring,0.6284482751412579,No,Bank Transfer,Store Pickup,Yes,Yes,-0.647377073084253,PayPal,Fortnightly,1,4,3,23,1,0,1,0,0,5,1,1,4,3,1,0,0,1,1,2,,1,1.225687070635333,1
1644,-0.39909282432937715,Male,Scarf,Accessories,0.7277840690016033,Ohio,L,Pink,Summer,0.209530498298008,No,PayPal,2-Day Shipping,Yes,Yes,-1.339645062727692,PayPal,Monthly,1,15,0,34,0,16,2,0,4,0,1,1,4,4,1,0,0,1,1,2,,1,-2.142778296721773,0
1645,1.5738594064788,Male,Coat,Outerwear,1.2767159528198881,North Carolina,S,Beige,Summer,0.209530498298008,No,PayPal,Next Day Air,Yes,Yes,-0.3012430782625334,Debit Card,Monthly,1,4,3,32,2,0,2,0,4,3,1,1,3,4,1,0,0,1,1,2,Young Adult,0,1.8271245881118718,0
1646,0.5873832910747114,Male,Scarf,Accessories,-1.003462641502218,Ohio,L,Green,Summer,-1.32650135012724,No,Bank Transfer,Standard,Yes,Yes,0.737158906202625,Venmo,Every 3 Months,1,15,0,34,0,8,2,0,0,4,1,1,5,2,0,1,0,1,1,2,Young Adult,0,-0.5776458549182216,0
1647,0.9162086628760744,Male,Handbag,Accessories,0.7277840690016033,Nebraska,S,Silver,Summer,-0.06974801959749115,No,Credit Card,Standard,Yes,Yes,-0.37046987722687724,Bank Transfer,Every 3 Months,1,7,0,26,2,19,2,0,2,4,1,1,0,2,1,0,0,1,1,2,Young Adult,0,1.1560750513345817,0
1648,-0.6621531217704675,Male,Boots,Footwear,0.7700095985260867,Hawaii,M,Purple,Summer,1.6059230877755069,No,Credit Card,Store Pickup,Yes,Yes,-1.201191464799004,Debit Card,Quarterly,1,3,2,10,1,17,2,0,2,5,1,1,3,5,1,0,0,1,1,2,,1,-3.089088900884732,1
1649,-0.5306229730499223,Male,Pants,Clothing,0.3899798328057357,Oklahoma,M,Gray,Summer,-1.6057798680227393,No,Bank Transfer,Express,Yes,Yes,-0.2320162792981895,Credit Card,Monthly,1,13,1,35,1,7,2,0,0,1,1,1,2,4,1,0,0,1,1,2,,1,0.5077970044070185,0
1650,0.9162086628760744,Male,T-shirt,Clothing,0.136626655658835,Wisconsin,M,White,Summer,1.6059230877755069,No,PayPal,Free Shipping,Yes,Yes,-1.5473254596207235,Credit Card,Quarterly,1,24,1,48,1,23,2,0,4,2,1,1,2,5,1,0,0,1,1,2,Young Adult,0,-0.24962598259820082,0
1651,1.0477388115966195,Male,Scarf,Accessories,-1.003462641502218,Arkansas,M,Silver,Winter,-0.488665796440741,No,Venmo,Next Day Air,Yes,Yes,1.429426895846064,Credit Card,Fortnightly,1,15,0,3,1,19,3,0,5,3,1,1,2,3,0,1,0,1,1,2,Young Adult,0,-0.41304500383114245,1
1652,0.9819737372363471,Male,Coat,Outerwear,0.8544606575750537,Texas,M,Blue,Winter,0.209530498298008,No,Bank Transfer,Standard,Yes,Yes,1.1525196999886884,Debit Card,Monthly,1,4,3,42,1,2,3,0,0,4,1,1,3,4,1,1,0,1,1,2,Young Adult,0,0.39695834494780424,0
1653,1.3765641833979823,Male,Sweater,Clothing,-1.0456881710267014,New Mexico,M,Orange,Summer,0.349169757245758,No,Cash,Next Day Air,Yes,Yes,-1.6857790575494114,Bank Transfer,Fortnightly,1,23,1,30,1,14,2,0,1,3,1,1,0,3,0,0,0,1,1,2,Young Adult,0,1.5248178834206498,0
