Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Gender_encoded,Item Purchased_encoded,Category_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Preferred Payment Method_encoded,Frequency of Purchases_encoded,Is_High_Value,Is_Frequent_Buyer,Has_Subscription,Used_Discount,Used_Promo,Customer_Engagement_Score,Age_Group,Age_Group_encoded,Spending_Per_Purchase
1654,-0.8594483448512854,Male,Belt,Accessories,1.4033925413933384,Colorado,L,Silver,Winter,-1.0472228322317396,No,Venmo,2-Day Shipping,Yes,Yes,0.25257131345221784,Debit Card,Bi-Weekly,1,1,0,5,0,19,3,0,5,0,1,1,3,1,1,1,0,1,1,2,,1,1.120409294322286
1655,-0.07026745252801449,Male,Belt,Accessories,-1.4679434662715363,Indiana,L,Gray,Spring,-1.6057798680227386,No,Venmo,Store Pickup,Yes,Yes,-0.7858306710129406,Credit Card,Quarterly,1,1,0,13,0,7,1,0,5,5,1,1,2,5,0,0,0,1,1,2,,1,-3.0890889008847315
1656,-0.46485789868964994,Male,Sweater,Clothing,0.8966861870995371,Arizona,L,Gold,Spring,-0.7679443143362397,No,Venmo,Next Day Air,Yes,Yes,-1.4780986606563795,PayPal,Monthly,1,23,1,2,0,6,1,0,5,3,1,1,4,4,1,0,0,1,1,2,,1,-1.8755254111535904
1657,-1.5170990884540112,Male,Blouse,Clothing,-0.7501094643553176,Indiana,L,Brown,Spring,-1.6057798680227386,No,Credit Card,2-Day Shipping,Yes,Yes,1.0832929010243446,PayPal,Every 3 Months,1,2,1,13,0,3,1,0,2,0,1,1,4,2,0,1,0,1,1,2,,1,-0.3600595307488892
1658,1.6396244808390725,Male,Skirt,Clothing,-1.0034626415022183,Indiana,L,Turquoise,Spring,-0.7679443143362397,No,Cash,Store Pickup,Yes,Yes,-1.4780986606563795,Debit Card,Bi-Weekly,1,19,1,13,0,21,1,0,1,5,1,1,3,1,0,0,0,1,1,2,Young Adult,0,2.0988610177752203
1659,-0.7936832704910128,Male,Jewelry,Accessories,0.2633032442322853,Alaska,S,Pink,Spring,0.48880901619350764,No,Debit Card,Store Pickup,Yes,Yes,1.498653694810408,Cash,Weekly,1,12,0,1,2,16,1,0,3,5,1,1,1,6,1,1,0,1,1,2,,1,0.10537804609704592
1660,0.5873832910747112,Male,Gloves,Accessories,-0.9612371119777348,Utah,M,Black,Fall,0.20953049829800843,No,Bank Transfer,Next Day Air,Yes,Yes,1.2909732979173763,Venmo,Annually,1,6,0,43,1,1,0,0,0,3,1,1,5,0,0,1,0,1,1,2,Young Adult,0,-0.41957586884646514
1661,0.9819737372363467,Male,T-shirt,Clothing,-0.6234328757818672,Louisiana,L,Yellow,Winter,0.48880901619350764,No,Venmo,Standard,Yes,Yes,0.8063857051669691,Venmo,Monthly,1,24,1,17,0,24,3,0,5,4,1,1,5,4,0,1,0,1,1,2,Young Adult,0,-0.3451272195072213
1662,1.3107991090377096,Male,Gloves,Accessories,1.1078138347219544,Iowa,S,Beige,Summer,-1.4661406090749887,No,Credit Card,2-Day Shipping,Yes,Yes,-0.3012430782625333,Debit Card,Quarterly,1,6,0,14,2,0,2,0,2,0,1,1,3,5,1,0,0,1,1,2,Young Adult,0,1.5854065988603923
1663,1.245034034677437,Male,Sunglasses,Accessories,-1.5101689957960196,New Mexico,M,Olive,Winter,1.1870053109322567,No,Debit Card,Free Shipping,Yes,Yes,1.429426895846064,Debit Card,Fortnightly,1,22,0,30,1,13,3,0,3,2,1,1,3,3,0,1,0,1,1,2,Young Adult,0,-0.6216153276223992
1664,-0.07026745252801449,Male,Shirt,Clothing,-1.5946200548449865,Maine,XL,Gold,Summer,-0.3490265374929906,No,Cash,Standard,Yes,Yes,-1.6857790575494114,Cash,Bi-Weekly,1,16,1,18,3,6,2,0,1,4,1,1,1,1,0,0,0,1,1,2,,1,2.3252679376696945
1665,-1.6486292371745563,Male,Handbag,Accessories,-0.2856286395859996,Minnesota,M,Purple,Spring,1.7455623467232562,No,PayPal,Next Day Air,Yes,Yes,0.6679321072382812,PayPal,Weekly,1,7,0,22,1,17,1,0,4,3,1,1,4,6,0,1,0,1,1,2,,1,-0.17124716188774378
1666,-0.26756267560883223,Male,Jacket,Outerwear,-0.792334993879801,New Mexico,L,Pink,Fall,-0.4886657964407405,No,Cash,Next Day Air,Yes,Yes,1.6371072927390957,Venmo,Monthly,1,10,3,30,0,16,0,0,1,3,1,1,5,4,0,1,0,1,1,2,,1,-0.3004561081232395
1667,0.4558531423541661,Male,Skirt,Clothing,0.17885218518331839,Arkansas,M,Blue,Summer,-0.9075835732839896,No,Cash,Store Pickup,Yes,Yes,1.498653694810408,PayPal,Annually,1,19,1,3,1,2,2,0,1,5,1,1,4,0,1,1,0,1,1,2,Young Adult,0,0.07157942117180398
1668,0.4558531423541661,Male,Handbag,Accessories,-0.8345605234042844,Oklahoma,L,Brown,Winter,-0.4886657964407405,No,Bank Transfer,2-Day Shipping,Yes,Yes,-0.09356268136950165,Bank Transfer,Every 3 Months,1,7,0,35,0,3,3,0,0,0,1,1,0,2,0,0,0,1,1,2,Young Adult,0,-0.9207040644191373
1669,1.4423292577582547,Male,Blouse,Clothing,-1.1301392300756685,Utah,L,Charcoal,Summer,0.3491697572457584,No,Credit Card,Standard,Yes,Yes,0.18334451448787395,Debit Card,Fortnightly,1,2,1,43,0,4,2,0,2,4,1,1,3,3,0,1,0,1,1,2,Young Adult,0,-0.9550382126584399
1670,-0.13603252688828707,Male,T-shirt,Clothing,-0.03227546243909888,Wisconsin,L,Maroon,Winter,-1.4661406090749887,No,PayPal,Store Pickup,Yes,Yes,-0.23201627929818944,Bank Transfer,Quarterly,1,24,1,48,0,12,3,0,4,5,1,1,0,5,0,0,0,1,1,2,,1,-0.042026232547747795
1671,-1.4513340140937385,Male,Pants,Clothing,0.5588819509036694,Utah,L,Cyan,Fall,-0.20938727854524067,No,Venmo,Free Shipping,Yes,Yes,-0.37046987722687724,Cash,Weekly,1,13,1,43,0,5,0,0,5,2,1,1,1,6,1,0,0,1,1,2,,1,0.8877763441116315
1672,-0.8594483448512854,Male,Hoodie,Clothing,-1.5946200548449865,Utah,M,Olive,Winter,0.3491697572457584,No,PayPal,Free Shipping,Yes,Yes,-0.024335882405157744,Bank Transfer,Weekly,1,9,1,43,1,13,3,0,4,2,1,1,0,6,0,0,0,1,1,2,,1,-1.6343944868813696
1673,-1.7143943115348288,Male,Boots,Footwear,0.5588819509036694,South Carolina,L,Gold,Fall,0.06989123935025852,No,Debit Card,Free Shipping,Yes,Yes,-0.7166038720485968,Venmo,Quarterly,1,3,2,39,0,6,0,0,3,2,1,1,5,5,1,0,0,1,1,2,,1,1.9720874626752363
1674,-1.5170990884540112,Male,Blouse,Clothing,0.09440112613435148,Hawaii,M,Violet,Fall,-0.4886657964407405,No,Debit Card,Next Day Air,Yes,Yes,1.6371072927390957,Venmo,Bi-Weekly,1,2,1,10,1,22,0,0,3,3,1,1,5,1,1,1,0,1,1,2,,1,0.035797226147859705
1675,-0.5963880474101951,Male,Coat,Outerwear,-0.15895205101254922,Alaska,M,Peach,Winter,-0.7679443143362397,No,PayPal,Free Shipping,Yes,Yes,-1.0627378668703162,Debit Card,Fortnightly,1,4,3,1,1,15,3,0,4,2,1,1,3,3,0,0,0,1,1,2,,1,2.5335903010715164
1676,-0.5963880474101951,Male,Pants,Clothing,1.2767159528198881,Colorado,M,Beige,Spring,1.3266445698800071,No,Venmo,Next Day Air,Yes,Yes,-0.3012430782625333,Credit Card,Annually,1,13,1,5,1,0,1,0,5,3,1,1,2,0,1,0,0,1,1,2,,1,1.8271245881118716
1677,-1.1225086422923756,Male,Sunglasses,Accessories,-0.6656584053063507,West Virginia,M,Cyan,Winter,-0.9075835732839896,No,PayPal,Next Day Air,Yes,Yes,0.5987053082739373,Bank Transfer,Weekly,1,22,0,47,1,5,3,0,4,3,1,1,0,6,0,1,0,1,1,2,,1,-0.4163734253344272
1678,1.376564183397982,Male,Jeans,Clothing,-1.0456881710267016,Oregon,L,Silver,Summer,-0.6283050553884905,No,PayPal,Next Day Air,No,No,1.0832929010243446,Debit Card,Weekly,1,11,1,36,0,19,2,0,4,3,0,0,3,6,0,1,0,0,0,0,Young Adult,0,-0.5019400634987725
1679,-0.20179760124855964,Male,Pants,Clothing,0.47443089185470255,Ohio,S,Magenta,Summer,1.4662838288277564,No,PayPal,2-Day Shipping,No,No,0.32179811241656175,Venmo,Fortnightly,1,13,1,34,2,11,2,0,4,0,0,0,5,3,1,1,0,0,0,0,,1,0.3589284077485403
1680,1.0477388115966193,Male,Dress,Clothing,-0.32785416911048304,Massachusetts,S,Black,Fall,1.0473660519845074,No,PayPal,Next Day Air,No,No,-0.09356268136950165,Debit Card,Bi-Weekly,1,5,1,20,2,1,0,0,4,3,0,0,3,1,0,0,0,0,0,0,Young Adult,0,-0.3616953565038843
1681,1.1135038859568918,Male,Shoes,Footwear,-0.9612371119777348,Louisiana,M,Olive,Summer,-0.4886657964407405,No,Credit Card,Store Pickup,No,No,-1.339645062727692,Credit Card,Annually,1,17,2,17,1,13,2,0,2,5,0,0,2,0,0,0,0,0,0,0,Young Adult,0,2.8301224350444922
1682,-1.3198038653731934,Male,Sneakers,Footwear,1.4878436004423052,Virginia,L,Green,Winter,-0.06974801959749076,No,Cash,2-Day Shipping,No,No,-0.7858306710129406,Credit Card,Bi-Weekly,1,20,2,45,0,8,3,0,1,0,0,0,2,1,1,0,0,0,0,0,,1,3.019915543557773
1683,1.376564183397982,Male,Socks,Clothing,1.5722946594912723,New York,M,Yellow,Fall,1.605923087775507,No,Venmo,2-Day Shipping,No,No,0.8063857051669691,Credit Card,Bi-Weekly,1,21,1,31,1,24,0,0,5,0,0,0,2,1,1,1,0,0,0,0,Young Adult,0,0.870409157354321
1684,-1.385568939733466,Male,Coat,Outerwear,-0.11672652148806578,Arkansas,S,Lavender,Spring,-0.3490265374929906,No,Debit Card,Next Day Air,No,No,0.8063857051669691,Venmo,Quarterly,1,4,3,3,2,10,1,0,3,3,0,0,5,5,0,1,0,0,0,0,,1,-0.06461882484686539
1685,-0.925213419211558,Male,Shirt,Clothing,1.4033925413933384,New Mexico,M,Indigo,Spring,1.1870053109322567,No,Cash,Standard,No,No,0.18334451448787395,PayPal,Weekly,1,16,1,30,1,9,1,0,1,4,0,0,4,6,1,1,0,0,0,0,,1,1.1859543220181288
1686,-0.7279181961307403,Male,Blouse,Clothing,-0.49675628720841686,Minnesota,M,Pink,Winter,1.1870053109322567,No,Venmo,Standard,No,No,1.2217464989530324,PayPal,Bi-Weekly,1,2,1,22,1,16,3,0,5,4,0,0,4,1,0,1,0,0,0,0,,1,-0.2235881939917567
1687,-1.4513340140937385,Male,Gloves,Accessories,0.6433330099526363,Illinois,L,Red,Fall,0.6284482751412582,No,Credit Card,Store Pickup,No,No,-0.024335882405157744,Cash,Annually,1,6,0,12,0,18,0,0,2,5,0,0,1,0,1,0,0,0,0,0,,1,0.6593795942178834
1688,1.5080943321185272,Male,Skirt,Clothing,0.43220536233021906,Georgia,S,Magenta,Winter,-0.06974801959749076,No,Venmo,Free Shipping,No,No,-1.4780986606563795,PayPal,Annually,1,19,1,9,2,11,3,0,5,2,0,0,4,0,1,0,0,0,0,0,Young Adult,0,-0.9040087285265477
1689,-1.0567435679321031,Male,Handbag,Accessories,-1.4257179367470527,Mississippi,S,Peach,Winter,-1.0472228322317396,No,Credit Card,Next Day Air,No,No,-0.8550574699772845,Venmo,Fortnightly,1,7,0,23,2,15,3,0,2,3,0,0,5,3,0,0,0,0,0,0,,1,-3.0890889008847315
1690,-0.7936832704910128,Male,Shirt,Clothing,0.5588819509036694,North Carolina,L,Turquoise,Winter,1.1870053109322567,No,Credit Card,Store Pickup,No,No,0.46025171034524953,Bank Transfer,Monthly,1,16,1,32,0,21,3,0,2,5,0,0,0,4,1,1,0,0,0,0,,1,0.3827298724899505
1691,-0.26756267560883223,Male,Coat,Outerwear,-1.256815818649119,Nevada,M,Black,Summer,-0.7679443143362397,No,Cash,Free Shipping,No,No,-1.6857790575494114,Cash,Annually,1,4,3,27,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,,1,1.8326832889010518
1692,1.3107991090377096,Male,Shoes,Footwear,0.05217559660986802,Connecticut,L,Blue,Summer,-0.3490265374929906,No,Credit Card,Next Day Air,No,No,-1.4780986606563795,Cash,Annually,1,17,2,6,0,2,2,0,2,3,0,0,1,0,1,0,0,0,0,0,Young Adult,0,-0.10913144274078572
1693,0.7846785141555289,Male,Handbag,Accessories,0.6433330099526363,Utah,M,Beige,Winter,-1.6057798680227386,No,Debit Card,Standard,No,No,0.5294785093095934,Cash,Bi-Weekly,1,7,0,43,1,0,3,0,3,4,0,0,1,1,1,1,0,0,0,0,Young Adult,0,0.42062245794027986
1694,1.245034034677437,Male,Jacket,Outerwear,1.1922648937709213,Tennessee,XL,Olive,Fall,1.605923087775507,No,Venmo,Standard,No,No,1.3602000968817203,Bank Transfer,Fortnightly,1,10,3,41,3,13,0,0,5,4,0,0,0,3,1,1,0,0,0,0,Young Adult,0,0.5051541584741621
1695,-1.5828641628142837,Male,Shirt,Clothing,0.30552877375676873,Mississippi,M,Turquoise,Summer,-1.4661406090749887,No,Credit Card,Express,No,No,-0.37046987722687724,Debit Card,Fortnightly,1,16,1,23,1,21,2,0,2,1,0,0,3,3,1,0,0,0,0,0,,1,0.48532828327720656
1696,0.6531483654349838,Male,Hat,Accessories,1.4878436004423052,Nebraska,S,Yellow,Fall,1.3266445698800071,No,Venmo,2-Day Shipping,No,No,-1.6857790575494114,PayPal,Fortnightly,1,8,0,26,2,24,0,0,5,0,0,0,4,3,1,0,0,0,0,0,Young Adult,0,-2.1695669823441697
1697,-0.8594483448512854,Male,Sunglasses,Accessories,0.3899798328057356,West Virginia,S,Turquoise,Spring,0.3491697572457584,No,Bank Transfer,Free Shipping,No,No,-1.2704182637633479,Credit Card,Bi-Weekly,1,22,0,47,2,21,1,0,0,2,0,0,2,1,1,0,0,0,0,0,,1,-1.442135702590784
1698,-0.5306229730499226,Male,Shirt,Clothing,1.1500393642464377,South Carolina,L,Lavender,Fall,-0.3490265374929906,No,Venmo,Next Day Air,No,No,1.567880493774752,Credit Card,Every 3 Months,1,16,1,39,0,10,0,0,5,3,0,0,2,2,1,1,0,0,0,0,,1,0.44785548511095014
1699,-1.254038791012921,Male,Belt,Accessories,-0.792334993879801,Iowa,XL,Turquoise,Winter,1.4662838288277564,No,Credit Card,Standard,No,No,1.429426895846064,Bank Transfer,Quarterly,1,1,0,14,3,21,3,0,2,4,0,0,0,5,0,1,0,0,0,0,,1,-0.3261407022514522
1700,-1.5828641628142837,Male,Sweater,Clothing,0.30552877375676873,North Dakota,L,Teal,Spring,0.3491697572457584,No,Bank Transfer,Free Shipping,No,No,0.5987053082739373,Debit Card,Annually,1,23,1,33,0,20,1,0,0,2,0,0,3,0,1,1,0,0,0,0,,1,0.19111012653522544
1701,1.1792689603171644,Male,Hoodie,Clothing,0.43220536233021906,West Virginia,L,Black,Fall,0.48880901619350764,No,Credit Card,Express,No,No,0.7371589062026251,Bank Transfer,Monthly,1,9,1,47,0,1,0,0,2,1,0,0,0,4,1,1,0,0,0,0,Young Adult,0,0.24880013036631543
1702,1.6396244808390725,Male,Handbag,Accessories,-0.792334993879801,Mississippi,XL,Blue,Winter,0.06989123935025852,No,PayPal,Next Day Air,No,No,1.2909732979173763,Debit Card,Every 3 Months,1,7,0,23,3,2,3,0,4,3,0,0,3,2,0,1,0,0,0,0,Young Adult,0,-0.3458508200859775
1703,0.6531483654349838,Male,Jeans,Clothing,0.981137246148504,Alabama,XL,Yellow,Summer,1.7455623467232562,No,Debit Card,Express,No,No,1.567880493774752,Bank Transfer,Weekly,1,11,1,0,3,24,2,0,3,1,0,0,0,6,1,1,0,0,0,0,Young Adult,0,0.3820805713221664
1704,-0.3333277499691048,Male,Backpack,Accessories,-1.5946200548449865,California,M,Black,Spring,0.3491697572457584,No,Venmo,Next Day Air,No,No,-0.9242842689416284,Bank Transfer,Annually,1,0,0,4,1,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,,1,-3.0890889008847315
1705,0.7846785141555289,Male,Sneakers,Footwear,-1.6790711138939534,Idaho,M,Lavender,Summer,0.20953049829800843,No,Bank Transfer,Store Pickup,No,No,-0.4396966761912211,Cash,Every 3 Months,1,20,2,11,1,10,2,0,0,5,0,0,1,2,0,0,0,0,0,0,Young Adult,0,-2.996718103473163
1706,-0.3333277499691048,Male,Jewelry,Accessories,-1.2990413481736023,South Dakota,L,Cyan,Summer,-0.4886657964407405,No,Venmo,2-Day Shipping,No,No,1.6371072927390957,Venmo,Bi-Weekly,1,12,0,40,0,5,2,0,5,0,0,0,5,1,0,1,0,0,0,0,,1,-0.49260087056386753
1707,-0.46485789868964994,Male,Sunglasses,Accessories,1.1500393642464377,North Dakota,M,Brown,Spring,-1.0472228322317396,No,Credit Card,Standard,No,No,-0.024335882405157744,Venmo,Fortnightly,1,22,0,33,1,3,1,0,2,4,0,0,5,3,1,0,0,0,0,0,,1,1.1787246691837518
1708,-1.254038791012921,Male,Shorts,Clothing,0.8966861870995371,Nevada,L,Maroon,Fall,1.605923087775507,No,Credit Card,2-Day Shipping,No,No,-0.024335882405157744,Cash,Bi-Weekly,1,18,1,27,0,12,0,0,2,0,0,0,1,1,1,0,0,0,0,0,,1,0.9190521317008177
1709,-0.5963880474101951,Male,Boots,Footwear,-0.07450099196358233,Florida,L,Cyan,Spring,-0.7679443143362397,No,Bank Transfer,Express,No,No,-1.6857790575494114,Credit Card,Quarterly,1,3,2,8,0,5,1,0,0,1,0,0,2,5,0,0,0,0,0,0,,1,0.10863701821080242
1710,0.061262696192530657,Male,Skirt,Clothing,0.981137246148504,Indiana,M,Pink,Winter,0.06989123935025852,No,Venmo,Standard,No,No,-0.4396966761912211,Bank Transfer,Annually,1,19,1,13,1,16,3,0,5,4,0,0,0,0,1,0,0,0,0,0,Young Adult,0,1.751082323551141
1711,-1.6486292371745563,Male,Pants,Clothing,-0.03227546243909888,Arkansas,XL,Orange,Fall,0.06989123935025852,No,Debit Card,Store Pickup,No,No,-1.2704182637633479,Credit Card,Quarterly,1,13,1,3,3,14,0,0,3,5,0,0,2,5,0,0,0,0,0,0,,1,0.1193538557267871
1712,-1.5170990884540112,Male,T-shirt,Clothing,1.4033925413933384,North Carolina,M,Lavender,Spring,1.3266445698800071,No,Debit Card,Express,No,No,-0.4396966761912211,Credit Card,Monthly,1,24,1,32,1,10,1,0,3,1,0,0,2,4,1,0,0,0,0,0,,1,2.504701438951824
1713,1.376564183397982,Male,T-shirt,Clothing,1.1500393642464377,Illinois,S,Beige,Fall,0.06989123935025852,No,Debit Card,2-Day Shipping,No,No,-1.13196466583466,Cash,Fortnightly,1,24,1,12,2,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,Young Adult,0,-3.0890889008847315
1714,0.32432299363362094,Male,Jacket,Outerwear,-1.5946200548449865,Missouri,M,Pink,Winter,1.1870053109322567,No,Venmo,Free Shipping,No,No,0.8063857051669691,PayPal,Quarterly,1,10,3,24,1,16,3,0,5,2,0,0,4,5,0,1,0,0,0,0,Young Adult,0,-0.8827683092729034
1715,-0.925213419211558,Male,Jeans,Clothing,0.47443089185470255,South Dakota,S,Charcoal,Summer,0.9077267930367581,No,Bank Transfer,Standard,No,No,-0.7166038720485968,Cash,Monthly,1,11,1,40,2,4,2,0,0,4,0,0,1,4,1,0,0,0,0,0,,1,1.674090945717007
1716,-1.385568939733466,Male,Dress,Clothing,0.3899798328057356,Idaho,XL,Gray,Spring,-0.4886657964407405,No,PayPal,2-Day Shipping,No,No,0.32179811241656175,PayPal,Bi-Weekly,1,5,1,11,3,7,1,0,4,0,0,0,4,1,1,1,0,0,0,0,,1,0.2950373654965807
1717,1.6396244808390725,Male,Blouse,Clothing,-0.5389818167329002,Connecticut,M,Cyan,Winter,1.3266445698800071,No,Venmo,Standard,No,No,0.32179811241656175,Cash,Every 3 Months,1,2,1,6,1,5,3,0,5,4,0,0,1,2,0,1,0,0,0,0,Young Adult,0,-0.40776409927497415
1718,-0.9909784935718305,Male,Hoodie,Clothing,-0.4123052281594499,Hawaii,L,Orange,Summer,-1.1868620911794894,No,Cash,Express,No,No,-0.6473770730842529,Debit Card,Bi-Weekly,1,9,1,10,0,14,2,0,1,1,0,0,3,1,0,0,0,0,0,0,,1,-1.1692524696726903
1719,0.6531483654349838,Male,T-shirt,Clothing,1.5300691299667888,Maryland,L,Pink,Winter,-0.4886657964407405,No,Cash,2-Day Shipping,No,No,-0.7858306710129406,PayPal,Every 3 Months,1,24,1,19,0,16,3,0,1,0,0,0,4,2,1,0,0,0,0,0,Young Adult,0,3.019915543557773
1720,0.061262696192530657,Male,Sweater,Clothing,-0.8767860529287679,Maryland,M,White,Winter,-0.7679443143362397,No,Venmo,Free Shipping,No,No,-1.201191464799004,Venmo,Quarterly,1,23,1,19,1,23,3,0,5,2,0,0,5,5,0,0,0,0,0,0,Young Adult,0,3.019915543557773
1721,-1.254038791012921,Male,Shorts,Clothing,1.0233627756729873,Massachusetts,S,Beige,Winter,-1.3265013501272394,No,Cash,Express,No,No,1.0140661020600008,Debit Card,Bi-Weekly,1,18,1,20,2,0,3,0,1,1,0,0,3,1,1,1,0,0,0,0,,1,0.5081078394727385
1722,-0.6621531217704677,Male,Jewelry,Accessories,-1.3412668776980858,Delaware,S,Magenta,Spring,0.7680875340890075,No,Venmo,Free Shipping,No,No,-0.09356268136950165,Credit Card,Monthly,1,12,0,7,2,11,1,0,5,2,0,0,2,4,0,0,0,0,0,0,,1,-1.4797127723343904
1723,0.12702777055280323,Male,T-shirt,Clothing,-0.3700796986349665,Massachusetts,L,Violet,Summer,-0.6283050553884905,No,Cash,Standard,No,No,-0.7858306710129406,Cash,Fortnightly,1,24,1,20,0,22,2,0,1,4,0,0,1,3,0,0,0,0,0,0,Young Adult,0,-1.7279771122471392
1724,1.705389555199345,Male,Scarf,Accessories,-1.6790711138939534,New York,XL,Gold,Spring,-0.6283050553884905,No,Bank Transfer,Standard,No,No,0.9448393030956568,PayPal,Annually,1,15,0,31,3,6,1,0,0,4,0,0,4,0,0,1,0,0,0,0,Young Adult,0,-0.863346967135705
1725,-0.13603252688828707,Male,Shoes,Footwear,0.516656421379186,Delaware,S,Teal,Winter,-0.6283050553884905,No,PayPal,Free Shipping,No,No,-0.3012430782625333,PayPal,Weekly,1,17,2,7,2,20,3,0,4,2,0,0,4,6,1,0,0,0,0,0,,1,0.7393936364802143
1726,0.061262696192530657,Male,Sunglasses,Accessories,-1.1301392300756685,Massachusetts,M,Indigo,Spring,-1.0472228322317396,No,Cash,Next Day Air,No,No,0.46025171034524953,Venmo,Quarterly,1,22,0,20,1,9,1,0,1,3,0,0,5,5,0,1,0,0,0,0,Young Adult,0,-0.7739345361276571
1727,0.8504435885158015,Male,Coat,Outerwear,-1.3412668776980858,Indiana,S,Olive,Summer,-1.3265013501272394,No,Credit Card,Express,No,No,1.3602000968817203,Debit Card,Weekly,1,4,3,13,2,13,2,0,2,1,0,0,3,6,0,1,0,0,0,0,Young Adult,0,-0.5682852396583485
1728,0.32432299363362094,Male,Blouse,Clothing,-0.2856286395859996,Virginia,S,Violet,Spring,0.3491697572457584,No,Credit Card,Express,No,No,-0.4396966761912211,PayPal,Monthly,1,2,1,45,2,22,1,0,2,1,0,0,4,4,0,0,0,0,0,0,Young Adult,0,-0.5097750226509086
1729,-1.385568939733466,Male,Jeans,Clothing,-0.49675628720841686,Wyoming,L,Black,Fall,0.7680875340890075,No,Debit Card,Express,No,No,-1.6857790575494114,Debit Card,Every 3 Months,1,11,1,49,0,1,0,0,3,1,0,0,3,2,0,0,0,0,0,0,,1,0.7243678291716058
1730,0.1927928449130758,Male,Shorts,Clothing,-1.63684558436947,Illinois,M,Brown,Winter,0.06989123935025852,No,Venmo,Store Pickup,No,No,-0.9242842689416284,Venmo,Fortnightly,1,18,1,12,1,3,3,0,5,5,0,0,5,3,0,0,0,0,0,0,Young Adult,0,-3.0890889008847315
1731,-1.385568939733466,Male,Shirt,Clothing,-1.5946200548449865,Alabama,S,Silver,Fall,0.6284482751412582,No,Cash,Free Shipping,No,No,0.04489091655918616,Credit Card,Weekly,1,16,1,0,2,19,0,0,1,2,0,0,2,6,0,1,0,0,0,0,,1,-1.5261115103728262
1732,-1.5170990884540112,Male,Backpack,Accessories,1.1500393642464377,Idaho,M,Gray,Fall,-0.9075835732839896,No,Debit Card,Next Day Air,No,No,-0.9242842689416284,Cash,Monthly,1,0,0,11,1,7,0,0,3,3,0,0,1,4,1,0,0,0,0,0,,1,3.019915543557773
1733,0.061262696192530657,Male,Belt,Accessories,-0.4123052281594499,Rhode Island,S,Charcoal,Winter,-1.6057798680227386,No,Cash,Free Shipping,No,No,0.7371589062026251,Cash,Every 3 Months,1,1,0,38,2,4,3,0,1,2,0,0,1,2,0,1,0,0,0,0,Young Adult,0,-0.23734456685988284
1734,1.5080943321185272,Male,Blouse,Clothing,1.0655883051974708,New York,L,Black,Summer,-0.4886657964407405,No,Bank Transfer,Express,No,No,-0.23201627929818944,Credit Card,Annually,1,2,1,31,0,1,2,0,0,1,0,0,2,0,1,0,0,0,0,0,Young Adult,0,1.387514183534644
1735,-0.8594483448512854,Male,Jeans,Clothing,1.6145201890157557,Missouri,L,Brown,Spring,-0.9075835732839896,No,Credit Card,Next Day Air,No,No,-0.6473770730842529,PayPal,Quarterly,1,11,1,24,0,3,1,0,2,3,0,0,4,5,1,0,0,0,0,0,,1,3.019915543557773
1736,0.9162086628760742,Male,Dress,Clothing,-1.0879137005511852,Texas,M,Purple,Winter,-0.20938727854524067,No,Debit Card,Express,No,No,0.39102491138090567,Venmo,Annually,1,5,1,42,1,17,3,0,3,1,0,0,5,0,0,1,0,0,0,0,Young Adult,0,-0.7820950521088696
1737,0.8504435885158015,Male,Shorts,Clothing,0.05217559660986802,Tennessee,M,Purple,Summer,-1.6057798680227386,No,Cash,2-Day Shipping,No,No,1.2217464989530324,Cash,Quarterly,1,18,1,41,1,17,2,0,1,0,0,0,1,5,1,1,0,0,0,0,Young Adult,0,0.023484045832616395
1738,-0.13603252688828707,Male,Jewelry,Accessories,1.6145201890157557,Ohio,L,Gray,Summer,0.6284482751412582,No,Bank Transfer,Store Pickup,No,No,1.7063340917034397,Venmo,Bi-Weekly,1,12,0,34,0,7,2,0,0,5,0,0,5,1,1,1,0,0,0,0,,1,0.596570908952166
1739,1.0477388115966193,Male,Handbag,Accessories,0.05217559660986802,Tennessee,M,Green,Spring,-1.1868620911794894,No,PayPal,2-Day Shipping,No,No,0.8063857051669691,Credit Card,Weekly,1,7,0,41,1,8,1,0,4,0,0,0,2,6,1,1,0,0,0,0,Young Adult,0,0.028883973373253248
1740,-1.5170990884540112,Male,Jewelry,Accessories,1.6145201890157557,Minnesota,L,Silver,Winter,0.6284482751412582,No,Credit Card,Express,No,No,-0.16278948033384555,Cash,Weekly,1,12,0,22,0,19,3,0,2,1,0,0,1,6,1,0,0,0,0,0,,1,1.92845186615615
1741,1.6396244808390725,Male,Pants,Clothing,-1.63684558436947,Wisconsin,L,Charcoal,Fall,-0.6283050553884905,No,Cash,Next Day Air,No,No,-1.0627378668703162,Bank Transfer,Every 3 Months,1,13,1,48,0,4,0,0,1,3,0,0,0,2,0,0,0,0,0,0,Young Adult,0,3.019915543557773
